raw_date,raw_merchant,raw_amount,true_category,true_date,true_amount
2024-11-20,Costa Coffee LIMERICK,-?16.65,Dining & Takeaway,2024-11-20,16.65
19/06/2025,the local pub & grill,-27.51,Dining & Takeaway,2025-06-19,27.51
2024-11-28,Steam Games Purchase,?4.99,Entertainment & Subscriptions,2024-11-28,4.99
2024.12.12,FREE NOW TAXI DUBLIN,-?14.05,Transport,2024-12-12,14.05
2025-06-04,DUBLIN BUS 2165,39.26 EUR,Transport,2025-06-04,39.26
2023-03-02,JUST EAT 7215,-?59.92,Dining & Takeaway,2023-03-02,59.92
12/08/2023,Lidl 6497 CORK,66.00 EUR,Groceries,2023-08-12,66.0
17/09/2023,costa coffee kilkenny,-?51.08,Dining & Takeaway,2023-09-17,51.08
2025-02-15,TK MAXX BRAY,-?20.49,Shopping,2025-02-15,20.49
2024-05-15,leap card auto topup,27.10,Transport,2024-05-15,27.1
2024-07-06,Gym Plus Membership,-61.08,Health & Fitness,2024-07-06,61.08
2023-02-06,Tesco Express,?40.42,Groceries,2023-02-06,40.42
2025-05-28,Lidl 1750 SWORDS,-66.37,Groceries,2025-05-28,66.37
2023-04-10,PureGym Direct Debit,-37.24,Health & Fitness,2023-04-10,37.24
2023-12-04,  THE LOCAL PUB & GRILL   ,-69.63,Dining & Takeaway,2023-12-04,69.63
2023-07-10,DART TICKET MACHINE,-36.72,Transport,2023-07-10,36.72
2023-08-03,DUNNES STORES CORK,-?66.97,Groceries,2023-08-03,66.97
27/02/2025,DAA DUTY FREE,-183.74,Travel,2025-02-27,183.74
30/10/2023,FREE NOW TAXI DUBLIN,-?2.40,Transport,2023-10-30,2.4
11/06/2024,boots pharmacy swords,-188.44,Shopping,2024-06-11,188.44
2023-07-11,  Netflix.com monthly   ,-?4.99,Entertainment & Subscriptions,2023-07-11,4.99
30/12/2023,mcdonalds kilkenny,-23.28,Dining & Takeaway,2023-12-30,23.28
2024-09-11,LIDL IRELAND,-62.47,Groceries,2024-09-11,62.47
22/02/2024,marks & spencer food,-60.94,Groceries,2024-02-22,60.94
2023-07-04,aldi store 7853,-49.92,Groceries,2023-07-04,49.92
2023-01-31,dunnes stores dundalk,-?74.13,Groceries,2023-01-31,74.13
2024-07-12,lidl ireland,-?19.68,Groceries,2024-07-12,19.68
2024-08-19,Dominos Pizza DUBLIN,?28.78,Dining & Takeaway,2024-08-19,28.78
18/08/2023,Nandos GALWAY,-3.80,Dining & Takeaway,2023-08-18,3.8
2024-09-23,DUNNES STORES LIMERICK,-79.60,Groceries,2024-09-23,79.6
2024-05-19,  Dominos Pizza CORK   ,-13.88,Dining & Takeaway,2024-05-19,13.88
"Aug 17, 2023",Starbucks Coffee #5040,-?33.24,Dining & Takeaway,2023-08-17,33.24
2024-03-30,costa coffee galway,4.38 EUR,Dining & Takeaway,2024-03-30,4.38
"Jan 21, 2023",Dominos Pizza GALWAY,33.34 EUR,Dining & Takeaway,2023-01-21,33.34
15/02/2025,DISNEY PLUS MONTHLY,-34.01,Entertainment & Subscriptions,2025-02-15,34.01
2025-02-11,tesco extra bray,86.19,Groceries,2025-02-11,86.19
2024-10-12,starbucks coffee #8511,-18.31,Dining & Takeaway,2024-10-12,18.31
02/10/2023,LIDL IRELAND,-?48.89,Groceries,2023-10-02,48.89
14/09/2023,IKEA DUBLIN STORE,-74.45,Shopping,2023-09-14,74.45
2024-02-12,ALDI IRELAND GMBH,-?8.50,Groceries,2024-02-12,8.5
2025-03-29,,50.80,Utilities & Bills,2025-03-29,50.8
25/09/2024,Nandos KILKENNY,18.43 EUR,Dining & Takeaway,2024-09-25,18.43
28/07/2023,  Tesco Store #1876   ,-?50.46,Groceries,2023-07-28,50.46
"Feb 07, 2023",  McDonalds DUBLIN   ,11.72 EUR,Dining & Takeaway,2023-02-07,11.72
2024-06-16,Marks & Spencer Food,-?24.99,Groceries,2024-06-16,24.99
20/09/2023,  Netflix.com monthly   ,-17.63,Entertainment & Subscriptions,2023-09-20,17.63
19/08/2023,UBER *TRIP 6926,-50.92,Transport,2023-08-19,50.92
2023-11-05,  PLAYSTATION NETWORK 4483   ,-19.20,Entertainment & Subscriptions,2023-11-05,19.2
2024-05-05,DELIVEROO.IE *8683,?18.99,Dining & Takeaway,2024-05-05,18.99
07/03/2024,Dentist Clinic Dublin,-30.95,Health & Fitness,2024-03-07,30.95
2023-03-22,VIRGIN MEDIA IRELAND,-?99.40,Utilities & Bills,2023-03-22,99.4
2023-02-11,apple.com/bill,-?27.82,Entertainment & Subscriptions,2023-02-11,27.82
2023-12-11,Lidl 9834 GALWAY,-?18.36,Groceries,2023-12-11,18.36
2024-11-04,Brown Thomas Dublin,-?112.59,Shopping,2024-11-04,112.59
2025-01-01,  ELECTRIC IRELAND DD   ,-135.18,Utilities & Bills,2025-01-01,135.18
2024.01.31,  Gourmet Burger Kitchen   ,-?60.11,Dining & Takeaway,2024-01-31,60.11
2023-04-07,Applegreen Motorway Services,7.12,Transport,2023-04-07,7.12
"Jun 16, 2023",Audible UK Monthly,-?4.99,Entertainment & Subscriptions,2023-06-16,4.99
2024-05-17,netflix.com monthly,-4.99,Entertainment & Subscriptions,2024-05-17,4.99
25/10/2024,Tesco Store #9831,-?84.53,Groceries,2024-10-25,84.53
"Mar 16, 2024",tesco extra galway,-49.93,Groceries,2024-03-16,49.93
2023-03-31,DUNNES STORES LIMERICK,57.83 EUR,Groceries,2023-03-31,57.83
2023-06-03,Decathlon Sports Ireland,-?28.66,Shopping,2023-06-03,28.66
08/05/2025,boojum burrito bray,-11.24,Dining & Takeaway,2025-05-08,11.24
2024.02.09,IKEA DUBLIN STORE,-?19.19,Shopping,2024-02-09,19.19
2023.12.02,,-43.94,Dining & Takeaway,2023-12-02,43.94
2025-05-06,Dominos Pizza GALWAY,-11.07,Dining & Takeaway,2025-05-06,11.07
2024-04-06,Steam Games Purchase,-25.40,Entertainment & Subscriptions,2024-04-06,25.4
2025-02-13,  Nandos GALWAY   ,?31.67,Dining & Takeaway,2025-02-13,31.67
2023-07-26,virgin media ireland,-90.71,Utilities & Bills,2023-07-26,90.71
"Apr 12, 2024",spar express cork,45.43 EUR,Groceries,2024-04-12,45.43
25/12/2024,,-?5.27,Dining & Takeaway,2024-12-25,5.27
2025-01-28,Lidl 2188 LIMERICK,-?48.16,Groceries,2025-01-28,48.16
"Jan 01, 2025",DUNNES STORES BRAY,63.32,Groceries,2025-01-01,63.32
2025-06-11,Decathlon Sports Ireland,?10.00,Shopping,2025-06-11,10.0
2025-01-08,APPLE STORE RETAIL,36.27,Shopping,2025-01-08,36.27
2023-08-18,Starbucks Coffee #3393,-?13.68,Dining & Takeaway,2023-08-18,13.68
"Jun 20, 2024",Sky Ireland TV & Broadband,-56.92,Utilities & Bills,2024-06-20,56.92
15/03/2025,  TFI Leap Card Topup   ,2.40,Transport,2025-03-15,2.4
2025-05-16,Tesco Store #9920,37.01 EUR,Groceries,2025-05-16,37.01
07/04/2025,ELECTRIC IRELAND DD,?41.56,Utilities & Bills,2025-04-07,41.56
2023-04-28,Gourmet Burger Kitchen,-53.08,Dining & Takeaway,2023-04-28,53.08
2024-04-23,McDonalds SWORDS,-22.96,Dining & Takeaway,2024-04-23,22.96
24/08/2024,aldi store 7639,-?71.13,Groceries,2024-08-24,71.13
2023-11-11,Tesco Express,-8.50,Groceries,2023-11-11,8.5
2023-09-16,Insomnia Coffee Co,?48.47,Dining & Takeaway,2023-09-16,48.47
"Apr 05, 2025",VODAFONE BILL PAY,-?97.71,Utilities & Bills,2025-04-05,97.71
2024-06-27,Starbucks Coffee #2797,-3.80,Dining & Takeaway,2024-06-27,3.8
2023-12-08,  Tesco Express   ,-135.30,Groceries,2023-12-08,135.3
2024-03-26,CIRCLE K DUBLIN,-?49.25,Transport,2024-03-26,49.25
2024-05-13,LIDL IRELAND,-29.17,Groceries,2024-05-13,29.17
"Jan 04, 2023",Tesco Express,-86.60,Groceries,2023-01-04,86.6
2025.06.28,holland & barrett swords,-?12.00,Health & Fitness,2025-06-28,12.0
05/07/2024,Audible UK Monthly,-?33.07,Entertainment & Subscriptions,2024-07-05,33.07
2025.02.24,Lidl 5198 KILKENNY,?74.75,Groceries,2025-02-24,74.75
14/04/2023,CIRCLE K CORK,-?25.87,Transport,2023-04-14,25.87
2025-04-06,uber *trip 6421,-?2.87,Transport,2025-04-06,2.87
21/02/2025,Netflix.com monthly,-?24.29,Entertainment & Subscriptions,2025-02-21,24.29
"Mar 11, 2025",LIDL IRELAND,-?8.63,Groceries,2025-03-11,8.63
2025-02-01,Boojum Burrito KILKENNY,-29.94,Dining & Takeaway,2025-02-01,29.94
2023-10-27,Marks & Spencer Food,-?107.34,Groceries,2023-10-27,107.34
2024-05-12,DISNEY PLUS MONTHLY,-20.11,Entertainment & Subscriptions,2024-05-12,20.11
"Aug 24, 2024",Deliveroo.Ie *3553,-?5.18,Dining & Takeaway,2024-08-24,5.18
2025-04-30,Tesco Express,60.04 EUR,Groceries,2025-04-30,60.04
2023-03-24,McDonalds BRAY,21.67,Dining & Takeaway,2023-03-24,21.67
2024-12-23,lidl 5718 swords,?78.05,Groceries,2024-12-23,78.05
"Oct 30, 2023",FREE NOW TAXI DUBLIN,-44.05,Transport,2023-10-30,44.05
2024-06-16,  DISNEY PLUS MONTHLY   ,-48.16,Entertainment & Subscriptions,2024-06-16,48.16
31/03/2023,aldi store 3282,-?27.41,Groceries,2023-03-31,27.41
2024-12-28,Gourmet Burger Kitchen,-31.32,Dining & Takeaway,2024-12-28,31.32
2023-09-21,,-?2.40,Transport,2023-09-21,2.4
2024-08-08,Boojum Burrito LIMERICK,-28.70,Dining & Takeaway,2024-08-08,28.7
02/05/2025,lidl 7151 bray,41.42 EUR,Groceries,2025-05-02,41.42
"Dec 21, 2024",Sky Ireland Tv & Broadband,-121.66,Utilities & Bills,2024-12-21,121.66
2024-08-20,Insomnia Coffee Co,-14.44,Dining & Takeaway,2024-08-20,14.44
2023-01-25,IKEA DUBLIN STORE,-116.10,Shopping,2023-01-25,116.1
2024-08-12,SuperValu LIMERICK,-52.96,Groceries,2024-08-12,52.96
"Sep 02, 2024",SHELL PETROL 8792,-?21.38,Transport,2024-09-02,21.38
2025-01-24,AMZN PRIME MEMBER,-?4.99,Entertainment & Subscriptions,2025-01-24,4.99
2025-05-19,penneys primark dundalk,-82.88,Shopping,2025-05-19,82.88
05/05/2024,Decathlon Sports Ireland,-10.00,Shopping,2024-05-05,10.0
2023-04-09,Netflix.com monthly,?28.42,Entertainment & Subscriptions,2023-04-09,28.42
2023.01.05,eir telecom direct debit,-75.58,Utilities & Bills,2023-01-05,75.58
05/08/2023,Starbucks Coffee #2936,31.65,Dining & Takeaway,2023-08-05,31.65
2024-06-22,APPLE.COM/BILL,-?6.88,Entertainment & Subscriptions,2024-06-22,6.88
2023-08-01,McDonalds DUNDALK,7.27,Dining & Takeaway,2023-08-01,7.27
2025-01-09,zara ireland limerick,-?10.00,Shopping,2025-01-09,10.0
2023-04-14,uber *trip 6010,-?43.72,Transport,2023-04-14,43.72
2023-09-27,Netflix.com monthly,-?4.99,Entertainment & Subscriptions,2023-09-27,4.99
2024.09.04,TESCO EXTRA KILKENNY,?65.20,Groceries,2024-09-04,65.2
01/04/2025,  Insomnia Coffee Co   ,-26.21,Dining & Takeaway,2025-04-01,26.21
2025-03-23,Lidl 1081 BRAY,-12.62,Groceries,2025-03-23,12.62
2023-03-07,DUNNES STORES CORK,-76.57,Groceries,2023-03-07,76.57
2024-02-05,deliveroo.ie *7731,-?28.49,Dining & Takeaway,2024-02-05,28.49
"Oct 27, 2023",  SPAR EXPRESS DUNDALK   ,-77.12,Groceries,2023-10-27,77.12
2023-07-24,Amzn Prime Member,-7.75,Entertainment & Subscriptions,2023-07-24,7.75
26/05/2023,LIDL IRELAND,,Groceries,2023-05-26,70.21
28/01/2024,Tesco Express,67.44,Groceries,2024-01-28,67.44
2025.03.12,DISNEY PLUS MONTHLY,-4.99,Entertainment & Subscriptions,2025-03-12,4.99
17/12/2024,just eat 6253,-48.87,Dining & Takeaway,2024-12-17,48.87
16/05/2023,EIR TELECOM DIRECT DEBIT,-88.50,Utilities & Bills,2023-05-16,88.5
29/07/2024,McDonalds LIMERICK,-?27.84,Dining & Takeaway,2024-07-29,27.84
2024.10.04,DISNEY PLUS MONTHLY,?28.18,Entertainment & Subscriptions,2024-10-04,28.18
"Jul 24, 2023",BOOTS PHARMACY DUBLIN,-?10.00,Shopping,2023-07-24,10.0
2023-09-27,Lidl 5914 KILKENNY,-65.52,Groceries,2023-09-27,65.52
2025-03-11,  FLYEfit Gym Monthly DD   ,-12.00,Health & Fitness,2025-03-11,12.0
"May 03, 2023",Bord Gais Energy DD,-79.19,Utilities & Bills,2023-05-03,79.19
2024.08.30,SPAR EXPRESS SWORDS,-68.43,Groceries,2024-08-30,68.43
22/09/2024,the local pub & grill,?5.52,Dining & Takeaway,2024-09-22,5.52
2024-10-08,applegreen motorway services,-29.09,Transport,2024-10-08,29.09
02/07/2023,  ELECTRIC IRELAND DD   ,-?73.51,Utilities & Bills,2023-07-02,73.51
20/06/2024,  Costa Coffee DUBLIN   ,-56.99,Dining & Takeaway,2024-06-20,56.99
2024-02-03,Costa Coffee CORK,-?35.36,Dining & Takeaway,2024-02-03,35.36
14/07/2023,Netflix.com monthly,-4.99,Entertainment & Subscriptions,2023-07-14,4.99
2025.02.25,Marks & Spencer Food,-53.35,Groceries,2025-02-25,53.35
"May 25, 2023",Dominos Pizza SWORDS,34.96 EUR,Dining & Takeaway,2023-05-25,34.96
2023-01-25,Starbucks Coffee #7759,-31.67,Dining & Takeaway,2023-01-25,31.67
2025-03-02,Tk Maxx Galway,-?26.56,Shopping,2025-03-02,26.56
2024-07-18,CIRCLE K GALWAY,21.34,Transport,2024-07-18,21.34
27/11/2023,JUST EAT 8824,-?36.86,Dining & Takeaway,2023-11-27,36.86
2024-12-04,tesco express,?68.33,Groceries,2024-12-04,68.33
2023-10-15,SHELL PETROL 1000,-?2.77,Transport,2023-10-15,2.77
2025-01-04,Gym Plus Membership,-12.00,Health & Fitness,2025-01-04,12.0
12/08/2023,LEAP CARD AUTO TOPUP,?15.79,Transport,2023-08-12,15.79
2023.03.15,LIDL IRELAND,-57.17,Groceries,2023-03-15,57.17
2024-04-16,lidl 7837 cork,-60.62,Groceries,2024-04-16,60.62
11/07/2024,SuperValu CORK,-30.90,Groceries,2024-07-11,30.9
2024-11-07,,-36.08,Dining & Takeaway,2024-11-07,36.08
2025-05-13,  BOOKING.COM HOTEL   ,-146.36,Travel,2025-05-13,146.36
2023-06-13,DELIVEROO.IE *9276,-30.91,Dining & Takeaway,2023-06-13,30.91
2024-06-22,Lidl 5075 BRAY,-?31.41,Groceries,2024-06-22,31.41
2023-04-13,Decathlon Sports Ireland,77.88,Shopping,2023-04-13,77.88
"Nov 29, 2023",SPAR EXPRESS GALWAY,35.04,Groceries,2023-11-29,35.04
2023-03-27,THE LOCAL PUB & GRILL,18.21,Dining & Takeaway,2023-03-27,18.21
"Nov 24, 2023",tesco extra dundalk,?21.96,Groceries,2023-11-24,21.96
02/11/2024,Aldi Store 4406,?93.72,Groceries,2024-11-02,93.72
2025-02-26,Gym Plus Membership,27.14 EUR,Health & Fitness,2025-02-26,27.14
2023-10-21,ikea dublin store,-98.19,Shopping,2023-10-21,98.19
2024.02.23,  THE LOCAL PUB & GRILL   ,-?42.85,Dining & Takeaway,2024-02-23,42.85
2024-08-31,McDonalds GALWAY,33.10 EUR,Dining & Takeaway,2024-08-31,33.1
2023-12-15,CIRCLE K SWORDS,-25.11,Transport,2023-12-15,25.11
27/01/2025,Boots Healthcare KILKENNY,?42.34,Health & Fitness,2025-01-27,42.34
2025-06-22,Tesco Express,-59.95,Groceries,2025-06-22,59.95
2024-06-29,  SPOTIFY AB 7882 EUR   ,-?6.30,Entertainment & Subscriptions,2024-06-29,6.3
2024-08-13,Netflix.com monthly,?7.37,Entertainment & Subscriptions,2024-08-13,7.37
05/02/2025,THE LOCAL PUB & GRILL,?18.01,Dining & Takeaway,2025-02-05,18.01
13/04/2023,Gourmet Burger Kitchen,32.54,Dining & Takeaway,2023-04-13,32.54
22/03/2023,McDonalds GALWAY,?36.51,Dining & Takeaway,2023-03-22,36.51
2024-12-08,Applegreen Motorway Services,15.47,Transport,2024-12-08,15.47
2025-02-12,  TESCO EXTRA BRAY   ,-76.93,Groceries,2025-02-12,76.93
2023-09-27,lidl 3921 bray,-?63.01,Groceries,2023-09-27,63.01
2023-03-10,Boojum Burrito CORK,-?40.07,Dining & Takeaway,2023-03-10,40.07
23/01/2023,  LIDL IRELAND   ,?36.22,Groceries,2023-01-23,36.22
2024-01-19,Insomnia Coffee Co,-?61.59,Dining & Takeaway,2024-01-19,61.59
2025-06-04,Dominos Pizza DUNDALK,-28.03,Dining & Takeaway,2025-06-04,28.03
30/01/2023,Physiotherapy Care Dublin,-?42.57,Health & Fitness,2023-01-30,42.57
2024-11-29,Dart Ticket Machine,-44.13,Transport,2024-11-29,44.13
2023-01-14,Irish Rail Online,-?9.84,Transport,2023-01-14,9.84
2024-03-11,THE LOCAL PUB & GRILL,-22.09,Dining & Takeaway,2024-03-11,22.09
2023-06-29,SuperValu DUBLIN,?42.22,Groceries,2023-06-29,42.22
2023-02-27,  BOOTS PHARMACY KILKENNY   ,?22.24,Shopping,2023-02-27,22.24
"Jan 26, 2023",Just Eat 5723,-?14.76,Dining & Takeaway,2023-01-26,14.76
2024-01-12,Audible UK Monthly,-29.65,Entertainment & Subscriptions,2024-01-12,29.65
2024-08-03,SuperValu BRAY,?14.15,Groceries,2024-08-03,14.15
2024-08-24,aldi ireland gmbh,-?75.91,Groceries,2024-08-24,75.91
2024-09-13,PENNEYS PRIMARK CORK,-62.86,Shopping,2024-09-13,62.86
12/02/2024,  TFI Leap Card Topup   ,7.74 EUR,Transport,2024-02-12,7.74
2025-04-18,,-10.00,Shopping,2025-04-18,10.0
2025-05-07,  LIDL IRELAND   ,-84.17,Groceries,2025-05-07,84.17
2023-02-11,RYANAIR *1602 AIRLINE,-25.00,Travel,2023-02-11,25.0
24/03/2024,DART TICKET MACHINE,-47.22,Transport,2024-03-24,47.22
26/07/2024,DELIVEROO.IE *8879,-?15.22,Dining & Takeaway,2024-07-26,15.22
26/06/2023,dominos pizza kilkenny,-?62.76,Dining & Takeaway,2023-06-26,62.76
2023-10-23,Applegreen Motorway Services,-18.89,Transport,2023-10-23,18.89
2024.09.12,SuperValu KILKENNY,-?9.87,Groceries,2024-09-12,9.87
2023-05-29,Tesco Store #3568,-73.21,Groceries,2023-05-29,73.21
2024-04-06,Bord Gais Energy DD,-84.81,Utilities & Bills,2024-04-06,84.81
14/04/2025,Audible UK Monthly,-?7.03,Entertainment & Subscriptions,2025-04-14,7.03
02/05/2023,DELIVEROO.IE *8762,20.37 EUR,Dining & Takeaway,2023-05-02,20.37
29/11/2023,  McDonalds DUNDALK   ,-?24.05,Dining & Takeaway,2023-11-29,24.05
"Sep 24, 2024",McDonalds CORK,-13.62,Dining & Takeaway,2024-09-24,13.62
26/06/2024,  Insomnia Coffee Co   ,-3.80,Dining & Takeaway,2024-06-26,3.8
14/04/2024,Boojum Burrito Dublin,-?34.50,Dining & Takeaway,2024-04-14,34.5
"May 23, 2025",brown thomas dublin,-113.64,Shopping,2025-05-23,113.64
"Mar 01, 2023",holland & barrett limerick,-?57.69,Health & Fitness,2023-03-01,57.69
2023-05-03,Netflix.com monthly,-20.64,Entertainment & Subscriptions,2023-05-03,20.64
"Apr 22, 2025",nandos limerick,,Dining & Takeaway,2025-04-22,39.96
2025.01.16,dunnes stores dundalk,-18.99,Groceries,2025-01-16,18.99
21/02/2023,Marks & Spencer Food,68.99,Groceries,2023-02-21,68.99
2024-01-22,APPLE STORE RETAIL,-133.21,Shopping,2024-01-22,133.21
09/10/2023,Tesco Express,-22.42,Groceries,2023-10-09,22.42
2024-10-19,FREE NOW TAXI DUBLIN,39.45,Transport,2024-10-19,39.45
2024-08-01,lidl 2451 kilkenny,?139.08,Groceries,2024-08-01,139.08
29/05/2025,Nandos DUBLIN,-3.80,Dining & Takeaway,2025-05-29,3.8
2023-09-29,SPAR EXPRESS KILKENNY,-43.67,Groceries,2023-09-29,43.67
2024-08-22,Dominos Pizza Dundalk,?11.58,Dining & Takeaway,2024-08-22,11.58
2023-11-09,JUST EAT 6728,-?27.08,Dining & Takeaway,2023-11-09,27.08
2023-05-17,Lidl 5920 GALWAY,-?77.31,Groceries,2023-05-17,77.31
2023-09-10,ELECTRIC IRELAND DD,-?158.92,Utilities & Bills,2023-09-10,158.92
2025-03-29,SPAR EXPRESS BRAY,?115.07,Groceries,2025-03-29,115.07
08/02/2025,Tesco Extra Galway,77.89 EUR,Groceries,2025-02-08,77.89
2024-04-16,DART TICKET MACHINE,-?33.95,Transport,2024-04-16,33.95
2025-04-12,Physiotherapy Care Dublin,-34.75,Health & Fitness,2025-04-12,34.75
2023.09.01,Lidl 9741 DUBLIN,-11.00,Groceries,2023-09-01,11.0
2023-07-13,Nandos KILKENNY,-41.74,Dining & Takeaway,2023-07-13,41.74
2024-06-30,Marks & Spencer Food,-29.69,Groceries,2024-06-30,29.69
04/01/2025,DUNNES STORES SWORDS,-69.87,Groceries,2025-01-04,69.87
20/01/2024,DUBLIN BUS 3128,29.14 EUR,Transport,2024-01-20,29.14
2025.05.10,Boots Healthcare LIMERICK,-?38.28,Health & Fitness,2025-05-10,38.28
01/10/2023,  ASOS.COM ORDERS   ,-?10.00,Shopping,2023-10-01,10.0
09/02/2023,ALDI STORE 5349,-43.57,Groceries,2023-02-09,43.57
2024-10-15,  SPOTIFY AB 5182 EUR   ,-9.54,Entertainment & Subscriptions,2024-10-15,9.54
2023-01-24,  TK MAXX KILKENNY   ,-126.86,Shopping,2023-01-24,126.86
18/10/2024,TESCO EXTRA GALWAY,-67.76,Groceries,2024-10-18,67.76
"Dec 27, 2023",TK MAXX KILKENNY,-77.49,Shopping,2023-12-27,77.49
2023.02.05,LIDL IRELAND,-?72.30,Groceries,2023-02-05,72.3
2024-03-09,  CIRCLE K BRAY   ,-2.40,Transport,2024-03-09,2.4
"Jan 26, 2023",  TESCO EXTRA SWORDS   ,-37.46,Groceries,2023-01-26,37.46
2023-10-05,Lidl 6241 DUNDALK,-?18.00,Groceries,2023-10-05,18.0
24/03/2024,ASOS.COM ORDERS,-?107.73,Shopping,2024-03-24,107.73
02/02/2023,Dominos Pizza SWORDS,-36.26,Dining & Takeaway,2023-02-02,36.26
2025-02-17,PureGym Direct Debit,-12.00,Health & Fitness,2025-02-17,12.0
2023-05-13,FREE NOW TAXI DUBLIN,-23.19,Transport,2023-05-13,23.19
17/02/2023,ELECTRIC IRELAND DD,-189.49,Utilities & Bills,2023-02-17,189.49
2025-01-02,DUBLIN BUS 8125,-46.82,Transport,2025-01-02,46.82
2025-02-10,Steam Games Purchase,?9.15,Entertainment & Subscriptions,2025-02-10,9.15
2023-08-06,RYANAIR *9986 AIRLINE,-?427.54,Travel,2023-08-06,427.54
31/03/2025,Tesco Express,?55.76,Groceries,2025-03-31,55.76
2024-07-07,  AMZN PRIME MEMBER   ,-?6.48,Entertainment & Subscriptions,2024-07-07,6.48
"Mar 12, 2024",  AMZN Mktp UK*6429   ,-77.70,Shopping,2024-03-12,77.7
30/06/2023,supervalu limerick,99.15,Groceries,2023-06-30,99.15
12/06/2023,CIRCLE K DUNDALK,-39.98,Transport,2023-06-12,39.98
13/12/2024,  Audible UK Monthly   ,-7.25,Entertainment & Subscriptions,2024-12-13,7.25
13/01/2025,uber *trip 3078,27.67,Transport,2025-01-13,27.67
18/06/2025,SuperValu LIMERICK,-?57.87,Groceries,2025-06-18,57.87
2023.05.15,APPLE STORE RETAIL,-862.93,Shopping,2023-05-15,862.93
2024-02-08,ZARA IRELAND BRAY,13.63 EUR,Shopping,2024-02-08,13.63
2023-07-30,DART TICKET MACHINE,-25.26,Transport,2023-07-30,25.26
2023-03-04,SuperValu DUNDALK,-64.22,Groceries,2023-03-04,64.22
2025-01-11,Tesco Express,-73.82,Groceries,2025-01-11,73.82
2023-10-29,,-?13.05,Transport,2023-10-29,13.05
2023-05-01,,-?6.12,Transport,2023-05-01,6.12
2024-04-22,TESCO EXTRA KILKENNY,-?32.73,Groceries,2024-04-22,32.73
2025-06-13,supervalu swords,-67.63,Groceries,2025-06-13,67.63
14/01/2023,THE LOCAL PUB & GRILL,-31.75,Dining & Takeaway,2023-01-14,31.75
2024-05-26,  SPAR EXPRESS SWORDS   ,?29.09,Groceries,2024-05-26,29.09
2023-06-11,tfi leap card topup,-?41.46,Transport,2023-06-11,41.46
2023.07.29,JUST EAT 7156,-19.61,Dining & Takeaway,2023-07-29,19.61
"Jun 16, 2023",  APPLE.COM/BILL   ,-?17.90,Entertainment & Subscriptions,2023-06-16,17.9
2023-04-04,,,Travel,2023-04-04,256.52
"Jan 09, 2023",ZARA IRELAND SWORDS,-10.00,Shopping,2023-01-09,10.0
2024-07-26,Insomnia Coffee Co,-23.13,Dining & Takeaway,2024-07-26,23.13
2023-11-13,brown thomas dublin,-10.00,Shopping,2023-11-13,10.0
2025-01-05,nandos swords,?31.88,Dining & Takeaway,2025-01-05,31.88
2025-05-18,DART TICKET MACHINE,-?31.21,Transport,2025-05-18,31.21
2025-02-08,,-?34.11,Health & Fitness,2025-02-08,34.11
2023-04-13,Steam Games Purchase,?7.52,Entertainment & Subscriptions,2023-04-13,7.52
2025-02-18,Gourmet Burger Kitchen,29.60,Dining & Takeaway,2025-02-18,29.6
2023-12-20,Irish Water Direct Debit,107.02,Utilities & Bills,2023-12-20,107.02
2025-05-29,Applegreen Motorway Services,11.79,Transport,2025-05-29,11.79
2024-08-21,aldi store 3636,8.50,Groceries,2024-08-21,8.5
23/06/2025,ALDI IRELAND GMBH,-27.91,Groceries,2025-06-23,27.91
2024-10-11,odeon cinemas bray,-?23.41,Entertainment & Subscriptions,2024-10-11,23.41
2025-06-24,uber *trip 2757,-41.88,Transport,2025-06-24,41.88
18/06/2023,Gourmet Burger Kitchen,-10.79,Dining & Takeaway,2023-06-18,10.79
2023-01-04,Dunnes Stores Dundalk,-56.77,Groceries,2023-01-04,56.77
2025-03-14,  DELIVEROO.IE *7131   ,-?10.07,Dining & Takeaway,2025-03-14,10.07
2024-11-28,SuperValu GALWAY,-63.75,Groceries,2024-11-28,63.75
2023-08-17,JUST EAT 2187,-28.39,Dining & Takeaway,2023-08-17,28.39
07/05/2025,  AIRBNB * 7091   ,-?181.91,Travel,2025-05-07,181.91
2023-04-12,Boojum Burrito DUBLIN,34.99,Dining & Takeaway,2023-04-12,34.99
2023-08-18,ikea dublin store,38.03 EUR,Shopping,2023-08-18,38.03
11/09/2024,aldi store 2156,?26.09,Groceries,2024-09-11,26.09
2023-05-23,  APPLE STORE RETAIL   ,,Shopping,2023-05-23,95.38
2023-02-15,ALDI STORE 5315,-39.59,Groceries,2023-02-15,39.59
2024-08-09,Boojum Burrito DUBLIN,-16.14,Dining & Takeaway,2024-08-09,16.14
09/09/2023,Applegreen Motorway Services,-34.48,Transport,2023-09-09,34.48
19/03/2025,ALDI STORE 7932,-?64.94,Groceries,2025-03-19,64.94
2023.09.22,AMZN Mktp UK*2904,-?20.63,Shopping,2023-09-22,20.63
2025-06-13,aldi ireland gmbh,-57.31,Groceries,2025-06-13,57.31
2024.10.14,Dominos Pizza CORK,57.68,Dining & Takeaway,2024-10-14,57.68
04/01/2024,Dunnes Stores Dublin,-66.40,Groceries,2024-01-04,66.4
2023.05.24,  DART TICKET MACHINE   ,-?21.42,Transport,2023-05-24,21.42
2024-05-15,AER LINGUS DUBLIN,-38.02,Travel,2024-05-15,38.02
